point_idx,row,col,x,y,z
7658,47,138,-1115.38,-326.92,2000.0
7659,47,139,-1124.97,-324.14,1983.0
7660,47,140,-1150.96,-326.1,1995.0
7661,47,141,-1163.1,-324.14,1983.0
7662,47,142,-1157.73,-317.44,1942.0
7663,47,143,-1177.0,-317.6,1943.0
7664,47,144,-1189.53,-315.97,1933.0
7665,47,145,-1153.75,-301.75,1846.0
7666,47,146,-1266.05,-326.1,1995.0
7667,47,147,-1296.83,-329.04,2013.0
7668,47,148,-1301.8,-325.45,1991.0
7669,47,149,-1332.23,-328.23,2008.0
7670,47,150,-1295.0,-314.5,1924.0
7671,47,151,-1349.0,-323.0,1976.0
7672,47,152,-1358.3,-320.71,1962.0
7673,47,153,-1434.73,-334.11,2044.0
7674,47,154,-1378.25,-316.62,1937.0
7675,47,155,-1423.55,-322.67,1974.0
7676,47,156,-1400.15,-313.19,1916.0
7677,47,157,157.0,47.0,65300.0
7678,47,158,158.0,47.0,65300.0
7679,47,159,159.0,47.0,65300.0
7680,48,0,1350.0,-303.75,1755.0
7681,48,1,1468.33,-334.55,1933.0
7682,48,2,1412.25,-325.9,1883.0
7683,48,3,1387.48,-324.34,1874.0
7684,48,4,1421.34,-336.63,1945.0
7685,48,5,1391.1,-333.86,1929.0
7686,48,6,1331.28,-323.82,1871.0
7687,48,7,1372.96,-338.53,1956.0
7688,48,8,1363.84,-340.96,1970.0
7689,48,9,1279.36,-324.34,1874.0
7690,48,10,1324.61,-340.61,1968.0
7691,48,11,1269.86,-331.26,1914.0
7692,48,12,1276.96,-338.01,1953.0
7693,48,13,1200.84,-322.61,1864.0
7694,48,14,1282.55,-349.78,2021.0
7695,48,15,1185.62,-328.32,1897.0
7696,48,16,1195.07,-336.11,1942.0
7697,48,17,1155.2,-330.05,1907.0
7698,48,18,1148.19,-333.34,1926.0
7699,48,19,1184.22,-349.44,2019.0
7700,48,20,1095.0,-328.5,1898.0
7701,48,21,1097.17,-334.73,1934.0
7702,48,22,1103.11,-342.34,1978.0
7703,48,23,1061.07,-335.07,1936.0
7704,48,24,1043.0,-335.25,1937.0
7705,48,25,1023.84,-335.07,1936.0
7706,48,26,1001.07,-333.69,1928.0
7707,48,27,1003.43,-340.78,1969.0
7708,48,28,977.5,-338.36,1955.0
7709,48,29,951.83,-335.94,1941.0
7710,48,30,958.17,-344.94,1993.0
7711,48,31,914.98,-336.11,1942.0
7712,48,32,887.53,-332.82,1923.0
7713,48,33,902.49,-345.63,1997.0
7714,48,34,885.5,-346.5,2002.0
7715,48,35,856.29,-342.51,1979.0
7716,48,36,859.26,-351.51,2031.0
7717,48,37,782.26,-327.46,1892.0
7718,48,38,805.67,-345.28,1995.0
7719,48,39,730.11,-320.53,1852.0
7720,48,40,706.15,-317.76,1836.0
7721,48,41,763.12,-352.21,2035.0
7722,48,42,698.61,-330.92,1912.0
7723,48,43,663.15,-322.61,1864.0
7724,48,44,646.26,-323.13,1867.0
7725,48,45,589.95,-303.4,1753.0
7726,48,46,621.48,-329.01,1901.0
7727,48,47,566.39,-308.94,1785.0
7728,48,48,565.53,-318.11,1838.0
7729,48,49,559.49,-324.86,1877.0
7730,48,50,537.69,-322.61,1864.0
7731,48,51,528.69,-328.15,1896.0
7732,48,52,516.38,-331.96,1918.0
7733,48,53,490.41,-326.94,1889.0
7734,48,54,473.75,-327.98,1895.0
7735,48,55,438.46,-315.69,1824.0
7736,48,56,423.69,-317.76,1836.0
7737,48,57,414.88,-324.69,1876.0
7738,48,58,381.82,-312.4,1805.0
7739,48,59,381.83,-327.28,1891.0
7740,48,60,360.0,-324.0,1872.0
7741,48,61,331.58,-314.13,1815.0
7742,48,62,343.9,-343.9,1987.0
7743,48,63,306.81,-324.86,1877.0
7744,48,64,255.07,-286.96,1658.0
7745,48,65,282.25,-338.71,1957.0
7746,48,66,245.53,-315.69,1824.0
7747,48,67,241.62,-334.55,1933.0
7748,48,68,230.88,-346.32,2001.0
7749,48,69,191.44,-313.26,1810.0
7750,48,70,180.28,-324.51,1875.0
7751,48,71,151.35,-302.71,1749.0
7752,48,72,138.92,-312.57,1806.0
7753,48,73,123.44,-317.42,1834.0
7754,48,74,100.55,-301.67,1743.0
7755,48,75,88.65,-319.15,1844.0
7756,48,76,66.76,-300.46,1736.0
7757,48,77,53.1,-318.63,1841.0
7758,48,78,34.19,-307.73,1778.0
7759,48,79,16.73,-301.15,1740.0
7760,48,80,0.0,-303.92,1756.0
7761,48,81,-17.0,-306.0,1768.0
7762,48,82,-36.13,-325.21,1879.0
7763,48,83,-53.82,-322.96,1866.0
7764,48,84,-69.19,-311.36,1799.0
7765,48,85,-88.02,-316.9,1831.0
7766,48,86,-110.59,-331.78,1917.0
7767,48,87,-121.28,-311.88,1802.0
7768,48,88,-135.61,-305.13,1763.0
7769,48,89,-140.45,-280.9,1623.0
7770,48,90,-159.13,-286.44,1655.0
7771,48,91,-189.64,-310.32,1793.0
7772,48,92,-201.11,-301.67,1743.0
7773,48,93,-231.75,-320.88,1854.0
7774,48,94,-257.78,-331.44,1915.0
7775,48,95,-259.61,-311.53,1800.0
7776,48,96,-279.38,-314.3,1816.0
7777,48,97,-310.74,-329.01,1901.0
7778,48,98,-321.92,-321.92,1860.0
7779,48,99,-338.34,-320.53,1852.0
7780,48,100,-360.0,-324.0,1872.0
7781,48,101,-370.93,-317.94,1837.0
7782,48,102,-410.8,-336.11,1942.0
7783,48,103,-405.59,-317.42,1834.0
7784,48,104,-412.84,-309.63,1789.0
7785,48,105,-427.16,-307.55,1777.0
7786,48,106,-457.5,-316.73,1830.0
7787,48,107,-488.07,-325.38,1880.0
7788,48,108,-484.34,-311.36,1799.0
7789,48,109,-497.74,-308.94,1785.0
7790,48,110,-560.76,-336.46,1944.0
7791,48,111,-595.85,-345.98,1999.0
7792,48,112,-600.92,-338.01,1953.0
7793,48,113,-591.14,-322.44,1863.0
7794,48,114,-631.94,-334.55,1933.0
7795,48,115,-678.46,-348.92,2016.0
7796,48,116,-669.11,-334.55,1933.0
7797,48,117,-716.16,-348.4,2013.0
7798,48,118,-735.51,-348.4,2013.0
7799,48,119,-749.62,-345.98,1999.0
7800,48,120,-738.46,-332.3,1920.0
7801,48,121,-721.04,-316.55,1829.0
7802,48,122,-774.57,-331.96,1918.0
7803,48,123,-833.12,-348.75,2015.0
7804,48,124,-847.42,-346.67,2003.0
7805,48,125,-868.41,-347.36,2007.0
7806,48,126,-832.42,-325.73,1882.0
7807,48,127,-892.54,-341.82,1975.0
7808,48,128,-921.69,-345.63,1997.0
7809,48,129,-957.38,-351.69,2032.0
7810,48,130,-955.76,-344.07,1988.0
7811,48,131,-992.04,-350.13,2023.0
7812,48,132,-980.0,-339.23,1960.0
7813,48,133,-1011.07,-343.38,1984.0
7814,48,134,-1033.78,-344.59,1991.0
7815,48,135,-1064.56,-348.4,2013.0
7816,48,136,-1094.15,-351.69,2032.0
7817,48,137,-1101.08,-347.71,2009.0
7818,48,138,-1084.15,-336.46,1944.0
7819,48,139,-1117.59,-340.96,1970.0
7820,48,140,-1153.26,-345.98,1999.0
7821,48,141,-1177.18,-347.36,2007.0
7822,48,142,-1155.34,-335.42,1938.0
7823,48,143,-1213.35,-346.67,2003.0
7824,48,144,-1232.0,-346.5,2002.0
7825,48,145,-1173.75,-325.03,1878.0
7826,48,146,-1168.96,-318.8,1842.0
7827,48,147,-1249.8,-335.76,1940.0
7828,48,148,-1287.42,-340.78,1969.0
7829,48,149,-1261.24,-329.01,1901.0
7830,48,150,-1279.51,-329.01,1901.0
7831,48,151,-1322.37,-335.25,1937.0
7832,48,152,-1360.38,-340.09,1965.0
7833,48,153,-1374.36,-338.88,1958.0
7834,48,154,-1396.75,-339.75,1963.0
7835,48,155,-1339.9,-321.57,1858.0
7836,48,156,-1354.11,-320.71,1853.0
7837,48,157,157.0,48.0,65300.0
7838,48,158,158.0,48.0,65300.0
7839,48,159,159.0,48.0,65300.0
7840,49,0,1518.46,-360.63,1974.0
7841,49,1,1449.34,-348.57,1908.0
7842,49,2,1531.5,-373.05,2042.0
7843,49,3,1393.4,-343.82,1882.0
7844,49,4,1435.96,-358.99,1965.0
7845,49,5,1381.73,-350.03,1916.0
7846,49,6,1351.92,-347.11,1900.0
7847,49,7,1343.48,-349.67,1914.0
7848,49,8,1363.84,-359.9,1970.0
7849,49,9,1385.86,-370.86,2030.0
7850,49,10,1284.23,-348.57,1908.0
7851,49,11,1282.47,-353.14,1933.0
7852,49,12,1229.23,-343.46,1880.0
7853,49,13,1299.41,-368.49,2017.0
7854,49,14,1231.15,-354.42,1940.0
7855,49,15,1175.0,-343.46,1880.0
7856,49,16,1192.61,-354.05,1938.0
7857,49,17,1170.95,-353.14,1933.0
7858,49,18,1158.32,-354.97,1943.0
7859,49,19,1140.23,-355.15,1944.0
7860,49,20,1130.19,-357.89,1959.0
7861,49,21,1138.58,-366.66,2007.0
7862,49,22,1114.82,-365.2,1999.0
7863,49,23,1046.27,-348.75,1909.0
7864,49,24,1090.92,-370.13,2026.0
7865,49,25,1046.05,-361.36,1978.0
7866,49,26,996.92,-350.76,1920.0
7867,49,27,1044.71,-374.51,2050.0
7868,49,28,977.0,-356.98,1954.0
7869,49,29,956.25,-356.25,1950.0
7870,49,30,939.42,-356.98,1954.0
7871,49,31,920.63,-356.98,1954.0
7872,49,32,924.0,-365.75,2002.0
7873,49,33,850.51,-343.82,1882.0
7874,49,34,889.48,-367.39,2011.0
7875,49,35,871.87,-368.12,2015.0
7876,49,36,790.73,-341.45,1869.0
7877,49,37,801.7,-354.24,1939.0
7878,49,38,804.86,-364.1,1993.0
7879,49,39,756.92,-350.76,1920.0
7880,49,40,724.61,-344.19,1884.0
7881,49,41,745.87,-363.37,1989.0
7882,49,42,697.15,-348.57,1908.0
7883,49,43,680.94,-349.67,1914.0
7884,49,44,611.65,-322.81,1767.0
7885,49,45,596.34,-323.73,1772.0
7886,49,46,632.92,-353.69,1936.0
7887,49,47,567.66,-326.83,1789.0
7888,49,48,573.84,-340.72,1865.0
7889,49,49,549.35,-336.7,1843.0
7890,49,50,525.0,-332.5,1820.0
7891,49,51,497.18,-325.74,1783.0
7892,49,52,488.65,-331.58,1815.0
7893,49,53,402.66,-283.35,1551.0
7894,49,54,470.5,-343.82,1882.0
7895,49,55,441.82,-335.78,1838.0
7896,49,56,403.84,-319.71,1750.0
7897,49,57,391.88,-323.73,1772.0
7898,49,58,377.17,-325.74,1783.0
7899,49,59,365.68,-330.85,1811.0
7900,49,60,363.07,-344.92,1888.0
7901,49,61,320.25,-320.25,1753.0
7902,49,62,339.92,-358.8,1964.0
7903,49,63,296.02,-330.85,1811.0
7904,49,64,267.84,-318.06,1741.0
7905,49,65,290.04,-367.39,2011.0
7906,49,66,260.48,-353.5,1935.0
7907,49,67,238.87,-349.12,1911.0
7908,49,68,223.38,-353.69,1936.0
7909,49,69,191.65,-331.03,1812.0
7910,49,70,180.96,-343.82,1882.0
7911,49,71,158.45,-334.5,1831.0
7912,49,72,136.3,-323.73,1772.0
7913,49,73,123.1,-334.14,1829.0
7914,49,74,106.32,-336.7,1843.0
7915,49,75,88.17,-335.05,1834.0
7916,49,76,69.84,-331.76,1816.0
7917,49,77,50.45,-319.52,1749.0
7918,49,78,34.65,-329.21,1802.0
7919,49,79,17.76,-337.61,1848.0
7920,49,80,0.0,-348.21,1906.0
7921,49,81,-18.5,-351.5,1924.0
7922,49,82,-36.73,-348.94,1910.0
7923,49,83,-57.34,-363.19,1988.0
7924,49,84,-69.65,-330.85,1811.0
7925,49,85,-88.07,-334.69,1832.0
7926,49,86,-111.75,-353.87,1937.0
7927,49,87,-127.48,-346.01,1894.0
7928,49,88,-153.76,-365.2,1999.0
7929,49,89,-145.81,-307.83,1685.0
7930,49,90,-153.55,-291.75,1597.0
7931,49,91,-177.16,-306.0,1675.0
7932,49,92,-200.07,-316.78,1734.0
7933,49,93,-221.37,-323.54,1771.0
7934,49,94,-246.34,-334.32,1830.0
7935,49,95,-280.67,-355.51,1946.0
7936,49,96,-289.23,-343.46,1880.0
7937,49,97,-305.34,-341.26,1868.0
7938,49,98,-319.5,-337.25,1846.0
7939,49,99,-354.42,-354.42,1940.0
7940,49,100,-356.15,-338.34,1852.0
7941,49,101,-368.71,-333.59,1826.0
7942,49,102,-395.78,-341.81,1871.0
7943,49,103,-399.62,-330.12,1807.0
7944,49,104,-436.84,-345.83,1893.0
7945,49,105,-464.9,-353.32,1934.0
7946,49,106,-484.0,-353.69,1936.0
7947,49,107,-486.0,-342.0,1872.0
7948,49,108,-508.57,-345.1,1889.0
7949,49,109,-533.43,-349.49,1913.0
7950,49,110,-582.69,-369.03,2020.0
7951,49,111,-603.9,-370.13,2026.0
7952,49,112,-593.84,-352.59,1930.0
7953,49,113,-589.24,-339.25,1857.0
7954,49,114,-575.05,-321.35,1759.0
7955,49,115,-676.1,-367.02,2009.0
7956,49,116,-652.5,-344.37,1885.0
7957,49,117,-687.7,-353.14,1933.0
7958,49,118,-739.53,-369.76,2024.0
7959,49,119,-752.62,-366.66,2007.0
7960,49,120,-756.92,-359.53,1968.0
7961,49,121,-782.94,-362.82,1986.0
7962,49,122,-809.71,-366.29,2005.0
7963,49,123,-818.24,-361.54,1979.0
7964,49,124,-837.69,-361.73,1980.0
7965,49,125,-879.23,-371.23,2032.0
7966,49,126,-884.61,-365.38,2000.0
7967,49,127,-918.75,-371.41,2033.0
7968,49,128,-849.23,-336.15,1840.0
7969,49,129,-988.48,-383.28,2098.0
7970,49,130,-949.51,-360.81,1975.0
7971,49,131,-978.31,-364.47,1995.0
7972,49,132,-973.5,-355.7,1947.0
7973,49,133,-1030.44,-369.4,2022.0
7974,49,134,-1005.75,-353.87,1937.0
7975,49,135,-1055.04,-364.47,1995.0
7976,49,136,-1055.38,-358.07,1960.0
7977,49,137,-1055.59,-351.86,1926.0
7978,49,138,-1070.76,-350.76,1920.0
7979,49,139,-1110.78,-357.71,1958.0
7980,49,140,-1128.46,-357.34,1956.0
7981,49,141,-1183.04,-368.49,2017.0
7982,49,142,-1186.34,-363.55,1990.0
7983,49,143,-1246.06,-375.79,2057.0
7984,49,144,-1250.46,-371.23,2032.0
7985,49,145,-1223.12,-357.52,1957.0
7986,49,146,-1202.59,-346.2,1895.0
7987,49,147,-1300.7,-368.85,2019.0
7988,49,148,-1273.03,-355.7,1947.0
7989,49,149,-1293.08,-356.06,1949.0
7990,49,150,-1427.59,-387.49,2121.0
7991,49,151,-1384.5,-370.5,2028.0
7992,49,152,-1400.53,-369.58,2023.0
7993,49,153,-1360.32,-354.05,1938.0
7994,49,154,-1216.73,-312.4,1710.0
7995,49,155,-1399.03,-354.42,1940.0
7996,49,156,156.0,49.0,65300.0
7997,49,157,157.0,49.0,65300.0
7998,49,158,158.0,49.0,65300.0
7999,49,159,159.0,49.0,65300.0
8000,50,0,1391.53,-347.88,1809.0
8001,50,1,1472.89,-372.88,1939.0
8002,50,2,1443.0,-370.0,1924.0
8003,50,3,1426.72,-370.57,1927.0
8004,50,4,1461.53,-384.61,2000.0
8005,50,5,1373.79,-366.34,1905.0
8006,50,6,1366.86,-369.42,1921.0
8007,50,7,1341.37,-367.5,1911.0
8008,50,8,1305.0,-362.5,1885.0
8009,50,9,1345.58,-379.03,1971.0
8010,50,10,1303.75,-372.5,1937.0
8011,50,11,1267.21,-367.3,1910.0
8012,50,12,1299.84,-382.3,1988.0
8013,50,13,1223.39,-365.19,1899.0
8014,50,14,1211.48,-367.11,1909.0
8015,50,15,1206.25,-371.15,1930.0
8016,50,16,1211.69,-378.65,1969.0
8017,50,17,1110.37,-352.5,1833.0
8018,50,18,1066.51,-344.03,1789.0
8019,50,19,1133.19,-371.53,1932.0
8020,50,20,1116.34,-372.11,1935.0
8021,50,21,1093.76,-370.76,1928.0
8022,50,22,1053.48,-363.26,1889.0
8023,50,23,1079.16,-378.65,1969.0
8024,50,24,1038.15,-370.76,1928.0
8025,50,25,1011.15,-367.69,1912.0
8026,50,26,1019.25,-377.5,1963.0
8027,50,27,993.24,-374.8,1949.0
8028,50,28,990.0,-380.76,1980.0
8029,50,29,950.85,-372.88,1939.0
8030,50,30,938.46,-375.38,1952.0
8031,50,31,872.1,-355.96,1851.0
8032,50,32,898.15,-374.23,1946.0
8033,50,33,825.66,-351.34,1827.0
8034,50,34,870.46,-378.46,1968.0
8035,50,35,851.97,-378.65,1969.0
8036,50,36,799.61,-363.46,1890.0
8037,50,37,770.69,-358.46,1864.0
8038,50,38,771.34,-367.3,1910.0
8039,50,39,783.73,-382.3,1988.0
8040,50,40,768.46,-384.23,1998.0
8041,50,41,755.62,-387.5,2015.0
8042,50,42,699.71,-368.26,1915.0
8043,50,43,667.06,-360.57,1875.0
8044,50,44,644.53,-358.07,1862.0
8045,50,45,620.57,-354.61,1844.0
8046,50,46,609.05,-358.26,1863.0
8047,50,47,597.8,-362.3,1884.0
8048,50,48,574.76,-359.23,1868.0
8049,50,49,572.6,-369.42,1921.0
8050,50,50,528.75,-352.5,1833.0
8051,50,51,496.9,-342.69,1782.0
8052,50,52,520.69,-371.92,1934.0
8053,50,53,414.86,-307.3,1598.0
8054,50,54,440.75,-339.03,1763.0
8055,50,55,453.12,-362.5,1885.0
8056,50,56,424.61,-353.84,1840.0
8057,50,57,396.08,-344.42,1791.0
8058,50,58,372.94,-339.03,1763.0
8059,50,59,380.42,-362.3,1884.0
8060,50,60,358.84,-358.84,1866.0
8061,50,61,319.16,-335.96,1747.0
8062,50,62,334.03,-371.15,1930.0
8063,50,63,295.37,-347.5,1807.0
8064,50,64,281.53,-351.92,1830.0
8065,50,65,280.09,-373.46,1942.0
8066,50,66,252.67,-360.96,1877.0
8067,50,67,235.87,-362.88,1887.0
8068,50,68,218.07,-363.46,1890.0
8069,50,69,189.0,-343.65,1787.0
8070,50,70,177.78,-355.57,1849.0
8071,50,71,158.71,-352.69,1834.0
8072,50,72,138.23,-345.57,1797.0
8073,50,73,126.4,-361.15,1878.0
8074,50,74,110.65,-368.84,1918.0
8075,50,75,90.09,-360.38,1874.0
8076,50,76,72.07,-360.38,1874.0
8077,50,77,53.13,-354.23,1842.0
8078,50,78,36.5,-365.0,1898.0
8079,50,79,18.12,-362.5,1885.0
8080,50,80,0.0,-379.8,1975.0
8081,50,81,-17.25,-345.0,1794.0
8082,50,82,-36.9,-369.03,1919.0
8083,50,83,-56.16,-374.42,1947.0
8084,50,84,-71.5,-357.5,1859.0
8085,50,85,-90.81,-363.26,1889.0
8086,50,86,-107.53,-358.46,1864.0
8087,50,87,-131.18,-374.8,1949.0
8088,50,88,-148.92,-372.3,1936.0
8089,50,89,-159.05,-353.46,1838.0
8090,50,90,-159.13,-318.26,1655.0
8091,50,91,-188.58,-342.88,1783.0
8092,50,92,-199.15,-331.92,1726.0
8093,50,93,-220.75,-339.61,1766.0
8094,50,94,-236.92,-338.46,1760.0
8095,50,95,-272.16,-362.88,1887.0
8096,50,96,-290.61,-363.26,1889.0
8097,50,97,-308.45,-362.88,1887.0
8098,50,98,-323.13,-359.03,1867.0
8099,50,99,-340.35,-358.26,1863.0
8100,50,100,-356.15,-356.15,1852.0
8101,50,101,-380.82,-362.69,1886.0
8102,50,102,-389.23,-353.84,1840.0
8103,50,103,-429.03,-373.07,1940.0
8104,50,104,-436.15,-363.46,1890.0
8105,50,105,-446.39,-357.11,1857.0
8106,50,106,-448.75,-345.19,1795.0
8107,50,107,-486.77,-360.57,1875.0
8108,50,108,-519.88,-371.34,1931.0
8109,50,109,-540.96,-373.07,1940.0
8110,50,110,-572.3,-381.53,1984.0
8111,50,111,-601.81,-388.26,2019.0
8112,50,112,-585.84,-366.15,1904.0
8113,50,113,-633.02,-383.65,1995.0
8114,50,114,-653.19,-384.23,1998.0
8115,50,115,-673.41,-384.8,2001.0
8116,50,116,-691.96,-384.42,1999.0
8117,50,117,-711.18,-384.42,1999.0
8118,50,118,-680.71,-358.26,1863.0
8119,50,119,-709.12,-363.65,1891.0
8120,50,120,-712.69,-356.34,1853.0
8121,50,121,-781.75,-381.34,1983.0
8122,50,122,-809.3,-385.38,2004.0
8123,50,123,-866.2,-402.88,2095.0
8124,50,124,-789.03,-358.65,1865.0
8125,50,125,-810.43,-360.19,1873.0
8126,50,126,-883.73,-384.23,1998.0
8127,50,127,-879.89,-374.42,1947.0
8128,50,128,-878.76,-366.15,1904.0
8129,50,129,-935.71,-381.92,1986.0
8130,50,130,-958.65,-383.46,1994.0
8131,50,131,-907.21,-355.76,1850.0
8132,50,132,-1001.0,-385.0,2002.0
8133,50,133,-1023.81,-386.34,2009.0
8134,50,134,-1055.59,-390.96,2033.0
8135,50,135,-1028.07,-373.84,1944.0
8136,50,136,-1071.0,-382.5,1989.0
8137,50,137,-1113.14,-390.57,2031.0
8138,50,138,-1065.75,-367.5,1911.0
8139,50,139,-1105.68,-374.8,1949.0
8140,50,140,-1173.46,-391.15,2034.0
8141,50,141,-1188.32,-389.61,2026.0
8142,50,142,-1155.34,-372.69,1938.0
8143,50,143,-1170.95,-371.73,1933.0
8144,50,144,-1230.76,-384.61,2000.0
8145,50,145,-1201.25,-369.61,1922.0
8146,50,146,-1260.98,-382.11,1987.0
8147,50,147,-1284.59,-383.46,1994.0
8148,50,148,-1324.03,-389.42,2025.0
8149,50,149,-1297.73,-376.15,1956.0
8150,50,150,-1369.71,-391.34,2035.0
8151,50,151,-1300.52,-366.34,1905.0
8152,50,152,-1299.46,-360.96,1877.0
8153,50,153,-1444.55,-395.76,2058.0
8154,50,154,-1343.38,-363.07,1888.0
8155,50,155,-1396.87,-372.5,1937.0
8156,50,156,-1408.92,-370.76,1928.0
8157,50,157,157.0,50.0,65300.0
8158,50,158,158.0,50.0,65300.0
8159,50,159,159.0,50.0,65300.0
8160,51,0,1431.53,-375.77,1861.0
8161,51,1,1441.75,-383.25,1898.0
8162,51,2,1508.25,-406.06,2011.0
8163,51,3,1407.47,-383.85,1901.0
8164,51,4,1429.38,-394.96,1956.0
8165,51,5,1392.54,-389.91,1931.0
8166,51,6,1449.4,-411.31,2037.0
8167,51,7,1248.72,-359.22,1779.0
8168,51,8,1251.69,-365.07,1808.0
8169,51,9,1261.61,-373.15,1848.0
8170,51,10,1300.38,-390.11,1932.0
8171,51,11,1282.47,-390.31,1933.0
8172,51,12,1237.73,-382.24,1893.0
8173,51,13,1206.0,-378.0,1872.0
8174,51,14,1270.5,-404.25,2002.0
8175,51,15,1188.12,-383.85,1901.0
8176,51,16,1212.92,-397.99,1971.0
8177,51,17,1140.05,-380.01,1882.0
8178,51,18,1188.13,-402.43,1993.0
8179,51,19,1137.88,-391.73,1940.0
8180,51,20,1107.69,-387.69,1920.0
8181,51,21,1128.37,-401.62,1989.0
8182,51,22,1123.19,-406.67,2014.0
8183,51,23,1051.75,-387.49,1919.0
8184,51,24,1101.69,-413.13,2046.0
8185,51,25,1084.13,-413.94,2050.0
8186,51,26,1032.75,-401.62,1989.0
8187,51,27,985.08,-390.31,1933.0
8188,51,28,997.0,-402.63,1994.0
8189,51,29,957.72,-394.35,1953.0
8190,51,30,975.0,-409.5,2028.0
8191,51,31,930.05,-398.59,1974.0
8192,51,32,911.07,-398.59,1974.0
8193,51,33,851.42,-380.42,1884.0
8194,51,34,866.03,-395.36,1958.0
8195,51,35,829.9,-387.28,1918.0
8196,51,36,820.34,-391.52,1939.0
8197,51,37,809.55,-395.36,1958.0
8198,51,38,808.9,-404.45,2003.0
8199,51,39,774.26,-396.57,1964.0
8200,51,40,730.76,-383.65,1900.0
8201,51,41,710.62,-382.64,1895.0
8202,51,42,698.25,-385.87,1911.0
8203,51,43,681.65,-386.88,1916.0
8204,51,44,615.8,-359.22,1779.0
8205,51,45,593.99,-356.39,1765.0
8206,51,46,593.36,-366.49,1815.0
8207,51,47,605.1,-385.06,1907.0
8208,51,48,562.76,-369.31,1829.0
8209,51,49,578.26,-391.73,1940.0
8210,51,50,543.75,-380.62,1885.0
8211,51,51,508.89,-368.5,1825.0
8212,51,52,482.73,-362.04,1793.0
8213,51,53,446.27,-347.1,1719.0
8214,51,54,477.0,-385.26,1908.0
8215,51,55,423.31,-355.58,1761.0
8216,51,56,400.38,-350.33,1735.0
8217,51,57,407.36,-371.94,1842.0
8218,51,58,403.82,-385.47,1909.0
8219,51,59,350.13,-350.13,1734.0
8220,51,60,349.03,-366.49,1815.0
8221,51,61,331.22,-366.08,1813.0
8222,51,62,318.11,-371.13,1838.0
8223,51,63,304.2,-375.77,1861.0
8224,51,64,278.46,-365.48,1810.0
8225,51,65,278.65,-390.11,1932.0
8226,51,66,252.94,-379.41,1879.0
8227,51,67,238.87,-385.87,1911.0
8228,51,68,210.92,-369.11,1828.0
8229,51,69,202.33,-386.27,1913.0
8230,51,70,178.84,-375.57,1860.0
8231,51,71,163.38,-381.23,1888.0
8232,51,72,143.0,-375.37,1859.0
8233,51,73,123.1,-369.31,1829.0
8234,51,74,105.92,-370.73,1836.0
8235,51,75,93.07,-390.92,1936.0
8236,51,76,72.15,-378.8,1876.0
8237,51,77,52.06,-364.47,1805.0
8238,51,78,34.19,-359.01,1778.0
8239,51,79,17.68,-371.33,1839.0
8240,51,80,0.0,-381.83,1891.0
8241,51,81,-17.25,-362.45,1795.0
8242,51,82,-35.9,-376.99,1867.0
8243,51,83,-55.29,-387.08,1917.0
8244,51,84,-69.42,-364.47,1805.0
8245,51,85,-93.02,-390.72,1935.0
8246,51,86,-106.21,-371.74,1841.0
8247,51,87,-128.55,-385.67,1910.0
8248,51,88,-145.46,-381.83,1891.0
8249,51,89,-166.24,-387.89,1921.0
8250,51,90,-189.23,-397.38,1968.0
8251,51,91,-173.46,-331.15,1640.0
8252,51,92,-172.26,-301.47,1493.0
8253,51,93,-205.75,-332.36,1646.0
8254,51,94,-239.21,-358.81,1777.0
8255,51,95,-237.83,-332.97,1649.0
8256,51,96,-238.0,-312.37,1547.0
8257,51,97,-297.82,-367.9,1822.0
8258,51,98,-335.25,-391.12,1937.0
8259,51,99,-348.94,-385.67,1910.0
8260,51,100,-357.88,-375.77,1861.0
8261,51,101,-391.52,-391.52,1939.0
8262,51,102,-393.88,-375.98,1862.0
8263,51,103,-416.21,-380.01,1882.0
8264,51,104,-424.15,-371.13,1838.0
8265,51,105,-451.92,-379.61,1880.0
8266,51,106,-467.0,-377.19,1868.0
8267,51,107,-491.45,-382.24,1893.0
8268,51,108,-487.03,-365.27,1809.0
8269,51,109,-538.73,-390.11,1932.0
8270,51,110,-547.78,-383.45,1899.0
8271,51,111,-597.64,-404.85,2005.0
8272,51,112,-588.61,-386.27,1913.0
8273,51,113,-602.88,-383.65,1900.0
8274,51,114,-631.94,-390.31,1933.0
8275,51,115,-680.48,-408.28,2022.0
8276,51,116,-671.53,-391.73,1940.0
8277,51,117,-716.87,-406.87,2015.0
8278,51,118,-735.88,-406.67,2014.0
8279,51,119,-711.0,-382.84,1896.0
8280,51,120,-722.3,-379.21,1878.0
8281,51,121,-780.57,-399.8,1980.0
8282,51,122,-766.09,-383.04,1897.0
8283,51,123,-805.83,-393.54,1949.0
8284,51,124,-855.46,-408.28,2022.0
8285,51,125,-862.78,-402.63,1994.0
8286,51,126,-900.09,-410.91,2035.0
8287,51,127,-887.57,-396.57,1964.0
8288,51,128,-892.15,-390.31,1933.0
8289,51,129,-978.11,-419.19,2076.0
8290,51,130,-941.34,-395.36,1958.0
8291,51,131,-969.98,-399.4,1978.0
8292,51,132,-1007.5,-406.87,2015.0
8293,51,133,-978.46,-387.69,1920.0
8294,51,134,-1005.75,-391.12,1937.0
8295,51,135,-1030.19,-393.34,1948.0
8296,51,136,-1054.84,-395.56,1959.0
8297,51,137,-1102.73,-406.26,2012.0
8298,51,138,-1086.38,-393.34,1948.0
8299,51,139,-1135.18,-404.04,2001.0
